Rating,Weak_foot,Skill_Moves,Potential,WageUnified
77,2,2,77,39000
65,3,2,67,14000
72,3,2,73,6000
71,2,2,74,27000
63,3,2,66,4000
76,4,2,78,32000
65,4,2,70,8000
77,4,2,79,63000
70,1,1,74,3000
70,4,2,69,9000
77,2,2,79,42000
72,3,2,72,4000
72,4,4,71,8000
65,4,3,65,1000
72,3,4,73,56000
72,3,2,72,19000
69,3,2,73,21000
61,3,2,61,2000
73,2,3,74,12000
82,2,3,84,115000
72,3,3,72,21000
69,4,2,69,18000
72,4,4,74,50000
72,3,2,74,8000
76,3,3,78,56000
74,2,4,75,50000
71,4,3,72,17000
75,4,3,74,30000
66,3,2,67,8000
67,3,3,68,29000
83,5,4,84,200000
72,2,3,76,11000
86,3,5,90,225000
66,5,3,66,6000
86,3,3,86,250000
81,4,3,83,45000
73,3,2,70,6000
75,3,3,75,18000
69,3,2,71,8000
67,3,2,72,3000
65,3,2,69,5000
72,4,2,72,8000
70,3,2,71,4000
71,3,2,73,30000
82,4,2,82,85000
70,4,3,72,12000
70,3,2,70,12000
66,3,2,66,2000
66,3,2,74,10000
71,3,2,78,7000
81,3,2,81,33000
78,3,4,83,26000
72,2,2,80,18000
71,4,2,75,37000
74,2,1,75,7000
69,2,2,69,14000
77,5,3,77,66000
86,4,3,86,190000
78,3,2,78,50000
76,3,2,77,83000
70,3,2,72,25000
56,3,2,56,2000
70,3,2,71,21000
69,3,2,67,6000
67,3,3,70,8000
75,4,3,72,12000
79,3,3,78,57000
74,3,2,79,53000
65,2,3,65,5000
73,3,1,73,17000
62,3,3,66,4000
60,3,3,60,2000
75,3,2,75,18000
74,2,1,74,34000
73,4,2,75,22000
68,3,2,68,19000
84,3,3,85,105000
70,4,2,69,8000
73,2,3,74,16000
71,3,3,72,9000
64,4,2,66,2000
72,3,4,75,30000
70,3,2,70,7000
77,3,3,76,58000
63,3,2,64,3000
71,3,3,71,20000
63,3,2,64,1000
67,3,3,67,4000
68,4,3,68,2000
66,2,2,66,1000
71,3,4,75,1000
65,3,2,66,4000
69,3,3,69,9000
69,3,3,70,21000
71,3,2,71,4000
60,3,2,60,1000
65,3,3,64,2000
77,4,4,76,51000
66,3,2,66,3000
77,4,2,77,21000
65,3,2,66,4000
59,4,4,59,1000
60,3,2,61,2000
58,3,2,60,1000
65,3,2,66,3000
73,4,4,72,15000
62,3,2,62,3000
73,3,3,74,12000
74,3,3,78,44000
65,5,3,66,4000
64,3,2,64,3000
56,3,2,57,1000
83,3,2,82,120000
70,2,4,70,26000
61,3,2,61,2000
70,3,2,70,4000
73,3,3,73,6000
70,3,2,73,5000
65,2,2,67,3000
69,3,2,71,10000
76,2,1,79,46000
62,3,1,63,2000
59,4,2,63,2000
67,3,1,67,7000
71,2,2,69,13000
62,2,2,65,2000
71,2,2,71,3000
74,2,2,73,51000
74,2,1,73,9000
74,3,2,74,12000
67,3,2,66,1000
69,2,2,69,8000
75,3,2,76,29000
73,3,2,74,21000
63,4,2,62,2000
65,3,1,66,1000
81,4,3,79,92000
74,3,3,74,17000
72,3,3,70,4000
75,4,4,78,28000
68,4,3,68,4000
75,3,3,75,61000
62,3,2,62,1000
59,3,2,60,1000
60,3,2,64,5000
74,4,3,78,28000
68,3,3,69,10000
67,4,3,65,2000
75,2,2,77,1000
75,3,2,75,19000
73,3,2,73,19000
57,3,1,57,1000
71,2,1,72,14000
74,2,1,77,17000
66,3,3,66,12000
67,2,3,71,5000
74,3,3,74,18000
81,3,3,81,31000
65,3,2,67,7000
77,3,2,76,11000
65,2,2,68,2000
60,3,1,63,1000
69,3,2,67,5000
70,3,2,72,8000
72,1,1,75,17000
70,3,2,72,6000
74,2,1,74,14000
79,4,2,79,31000
66,3,2,69,3000
65,3,3,66,6000
57,3,2,61,2000
80,3,1,79,27000
69,3,2,67,7000
67,4,3,67,8000
80,3,4,80,61000
72,2,2,72,26000
64,3,3,64,1000
70,2,1,70,6000
79,3,4,82,37000
67,3,3,67,3000
76,3,2,77,44000
73,3,3,77,17000
72,3,3,72,8000
68,2,1,70,14000
71,3,3,72,16000
72,3,2,70,5000
71,3,2,71,13000
66,2,2,67,4000
69,3,2,70,16000
75,2,2,74,10000
70,3,2,73,4000
68,3,3,69,1000
82,3,3,84,115000
69,3,3,68,3000
71,2,1,74,5000
85,5,4,91,165000
70,4,3,76,9000
68,3,3,71,12000
72,4,3,72,1000
65,3,2,65,2000
84,3,5,82,115000
66,3,2,66,2000
67,4,3,67,4000
70,3,2,73,5000
63,3,2,63,2000
72,4,2,74,16000
67,4,3,69,8000
70,4,3,73,3000
76,4,3,76,29000
64,2,2,66,4000
62,3,3,65,5000
65,3,2,66,4000
72,5,4,72,17000
76,3,2,77,35000
73,4,3,73,13000
71,4,3,71,16000
70,3,3,70,6000
65,2,2,69,4000
74,3,3,74,11000
73,4,3,73,22000
63,4,2,69,2000
69,3,3,70,8000
79,4,4,82,58000
84,2,2,85,60000
76,3,3,74,8000
70,4,3,68,6000
67,3,3,68,5000
70,3,2,70,7000
65,3,2,65,3000
68,4,3,70,6000
72,2,2,75,9000
70,4,2,70,0
74,3,2,74,28000
65,4,2,65,3000
67,3,3,66,3000
69,2,1,68,4000
74,4,2,76,18000
71,3,3,70,19000
76,3,2,76,23000
77,3,3,75,10000
71,3,2,72,16000
70,5,3,72,16000
64,3,2,65,2000
79,3,3,81,37000
66,3,2,68,5000
68,2,3,68,6000
67,3,3,70,13000
66,3,2,68,4000
72,4,3,74,12000
64,4,2,65,1000
66,2,2,68,7000
73,3,4,73,55000
66,3,3,67,7000
72,3,3,72,2000
68,3,4,67,5000
57,2,2,67,3000
73,4,4,76,8000
71,3,2,71,27000
70,3,2,71,5000
74,4,2,74,17000
64,4,2,66,5000
70,2,3,68,14000
69,3,2,69,7000
75,3,4,75,48000
69,3,2,72,1000
71,3,3,72,17000
75,2,2,74,30000
66,2,3,67,4000
71,3,2,74,16000
71,3,3,72,17000
67,2,1,70,3000
76,2,2,75,29000
73,4,2,73,24000
76,3,3,79,25000
68,4,3,68,6000
75,3,3,77,13000
66,3,3,66,3000
70,3,2,72,25000
70,2,1,70,6000
74,3,4,75,23000
79,4,4,81,120000
66,2,2,66,3000
67,3,3,72,8000
68,4,3,70,10000
67,3,3,67,6000
68,2,1,73,6000
71,4,3,75,18000
70,2,1,73,12000
75,4,3,74,50000
76,2,2,76,14000
77,4,3,77,52000
76,4,3,78,52000
72,2,1,74,16000
73,3,2,74,8000
79,4,1,82,17000
68,2,1,71,4000
76,3,3,76,18000
69,2,2,69,5000
68,2,1,69,7000
65,3,3,69,3000
70,3,3,70,8000
80,2,5,83,71000
81,4,2,81,120000
70,3,3,72,4000
63,3,1,70,2000
75,3,3,78,1000
67,3,2,70,10000
68,4,5,68,0
72,4,4,73,8000
76,3,2,76,29000
75,3,2,77,35000
92,5,5,94,280000
79,3,2,79,42000
69,3,2,69,5000
72,3,3,76,51000
72,3,4,71,7000
71,3,3,70,16000
78,4,4,76,12000
75,3,2,75,47000
68,3,3,67,6000
67,4,3,67,0
81,3,1,83,28000
73,3,2,72,19000
68,3,1,78,9000
63,2,2,66,2000
79,4,2,77,10000
80,4,4,80,17000
64,3,3,64,3000
68,3,4,74,5000
68,4,2,67,2000
66,4,2,69,6000
66,3,3,68,9000
65,3,3,67,3000
68,4,3,68,13000
75,3,3,72,24000
74,2,1,77,38000
72,4,3,72,12000
84,3,3,88,175000
67,4,3,66,4000
64,3,2,65,2000
77,3,2,77,97000
73,3,2,76,28000
67,4,3,70,48000
73,3,3,74,48000
69,3,2,75,18000
63,3,3,64,2000
64,3,2,67,3000
74,3,2,76,33000
67,3,3,74,12000
67,3,2,64,3000
70,3,2,68,14000
73,3,2,73,14000
66,4,2,68,4000
64,3,2,64,2000
62,3,3,62,2000
71,2,2,70,5000
64,3,1,65,4000
70,4,3,70,17000
64,3,2,64,3000
64,3,2,64,3000
69,3,3,74,31000
64,2,1,68,1000
66,3,3,66,4000
67,4,2,72,3000
74,2,5,73,17000
73,4,3,74,9000
83,4,4,83,100000
73,2,3,74,21000
84,3,3,83,140000
68,3,2,68,9000
77,3,3,80,22000
66,3,2,66,0
69,3,2,70,6000
70,4,2,66,5000
64,3,3,70,15000
62,3,2,63,4000
73,3,2,75,33000
69,3,2,67,6000
67,3,2,68,21000
65,3,4,64,11000
68,4,4,68,23000
72,4,3,74,36000
65,4,3,66,3000
65,4,2,65,2000
67,4,3,69,6000
61,3,1,63,1000
63,4,3,59,1000
68,2,2,62,2000
67,3,3,70,8000
66,3,1,62,1000
64,3,3,64,3000
75,3,4,77,23000
71,3,3,68,5000
70,2,3,68,8000
70,3,3,69,15000
67,2,2,68,6000
67,2,2,67,20000
63,3,1,63,4000
68,3,2,71,7000
63,4,3,65,1000
74,3,2,74,18000
63,3,3,63,3000
57,2,2,57,3000
75,2,2,73,30000
60,4,3,56,1000
73,4,3,72,11000
72,3,2,64,2000
70,3,2,67,4000
67,4,3,68,8000
57,3,1,56,1000
61,4,2,61,1000
75,5,3,78,41000
75,3,3,73,42000
71,3,3,75,11000
70,5,3,77,10000
71,3,1,75,15000
75,4,2,75,63000
64,3,2,63,1000
73,3,1,75,6000
67,3,2,66,2000
65,3,3,66,4000
66,3,2,71,5000
64,1,3,64,2000
67,3,2,66,3000
65,3,1,63,1000
74,2,2,75,1000
59,3,2,68,2000
83,4,4,84,190000
65,3,2,69,5000
74,4,3,79,27000
60,2,2,60,1000
54,3,2,56,1000
67,3,2,73,12000
66,2,3,64,3000
64,3,1,65,2000
66,3,3,66,5000
71,2,2,70,14000
71,2,2,71,24000
65,3,2,67,20000
63,2,1,64,8000
64,3,3,64,3000
65,3,2,63,1000
73,3,3,74,14000
68,3,2,67,3000
67,3,3,65,3000
68,3,2,69,3000
64,3,2,66,2000
73,3,2,69,7000
74,1,3,74,1000
64,4,3,66,7000
68,3,2,74,6000
69,3,1,72,18000
77,3,2,82,13000
65,4,4,66,6000
73,3,2,77,19000
70,2,3,72,35000
69,3,2,74,11000
70,3,3,71,19000
70,5,4,70,10000
77,3,3,80,88000
76,3,3,81,80000
76,3,2,76,37000
75,4,4,74,9000
63,2,2,64,2000
74,3,2,75,1000
67,4,3,77,33000
67,2,2,71,3000
89,3,1,92,190000
77,3,2,76,26000
74,3,2,78,51000
61,2,2,63,1000
71,4,3,71,14000
70,3,3,73,24000
73,2,1,75,45000
74,4,3,74,38000
60,3,3,61,2000
71,3,2,69,18000
65,3,2,65,2000
73,4,3,70,5000
66,4,2,67,4000
68,3,2,69,6000
66,3,1,67,3000
73,3,3,77,20000
72,3,2,71,7000
84,3,2,86,145000
58,2,2,58,2000
63,3,2,67,3000
75,3,2,75,1000
67,3,2,70,6000
75,3,3,74,26000
67,2,2,69,5000
63,3,3,65,2000
68,2,2,68,5000
69,3,4,68,5000
73,2,3,73,11000
59,3,1,59,1000
68,3,2,70,7000
73,4,2,73,36000
71,3,2,71,7000
64,3,1,64,1000
65,2,1,71,6000
82,4,4,85,63000
70,3,3,73,24000
70,4,3,76,18000
67,4,2,67,13000
78,2,2,77,29000
71,3,3,71,7000
74,4,4,78,42000
76,4,4,77,65000
66,2,3,67,7000
75,3,1,78,11000
76,3,4,75,62000
72,3,2,74,4000
62,4,3,63,1000
84,3,2,83,140000
69,3,2,70,8000
71,3,2,66,2000
72,3,3,71,16000
72,3,2,73,15000
73,3,3,74,25000
82,3,3,83,70000
74,2,1,77,38000
74,4,3,74,24000
68,3,3,68,5000
75,2,2,77,26000
83,4,1,89,155000
69,2,3,71,21000
68,3,3,71,9000
68,3,1,69,5000
65,2,2,65,2000
64,3,2,64,2000
68,4,2,67,6000
69,4,2,68,9000
78,3,2,80,24000
64,3,3,68,3000
75,4,3,74,10000
81,4,4,80,40000
70,3,3,73,29000
64,3,2,66,3000
85,4,3,90,210000
68,3,2,68,6000
76,4,3,77,50000
67,3,3,66,12000
52,2,1,57,1000
67,2,2,68,23000
66,4,3,63,2000
69,2,2,68,3000
70,3,3,75,29000
70,3,3,72,17000
86,4,1,88,61000
80,4,4,81,69000
68,4,2,73,13000
66,3,2,66,3000
75,3,3,78,26000
65,3,2,67,1000
75,3,3,75,46000
84,2,1,85,46000
70,3,3,71,6000
71,3,3,68,17000
73,3,3,73,5000
77,2,1,76,43000
68,3,4,67,9000
70,3,2,70,13000
70,3,2,70,10000
74,3,2,79,38000
66,3,3,66,10000
83,3,3,83,39000
69,3,2,71,8000
75,3,3,74,9000
79,3,3,83,115000
78,3,2,82,40000
68,3,3,66,4000
70,3,3,68,5000
66,3,2,64,4000
76,4,2,76,46000
70,3,2,74,24000
71,4,2,71,8000
71,3,1,71,13000
78,3,2,77,65000
72,3,2,72,15000
73,4,2,76,22000
79,2,3,79,22000
68,3,3,66,5000
67,2,2,67,4000
75,4,4,76,47000
73,3,2,78,21000
79,4,4,78,42000
76,2,2,79,33000
71,4,2,71,18000
70,3,2,73,36000
64,3,2,64,2000
68,3,2,72,18000
74,3,2,74,52000
76,3,2,82,59000
69,2,2,70,14000
84,2,2,86,96000
81,3,2,84,38000
71,3,2,76,9000
71,2,2,68,3000
74,3,3,71,6000
77,3,3,75,42000
68,3,2,69,27000
86,5,4,85,195000
69,3,3,71,9000
77,2,2,76,15000
70,4,3,70,9000
73,2,1,73,17000
63,4,3,63,2000
71,3,1,71,27000
74,2,3,77,53000
62,2,1,62,1000
73,3,3,73,20000
72,3,3,73,24000
70,2,3,68,7000
67,3,3,67,5000
67,3,4,68,7000
64,3,2,64,3000
71,3,3,71,10000
78,3,1,81,42000
88,4,4,92,285000
78,4,3,80,56000
69,3,3,70,5000
75,3,2,81,61000
63,2,1,68,3000
65,3,3,69,3000
61,3,2,64,3000
67,3,3,67,11000
69,2,1,69,8000
85,3,1,85,165000
71,3,2,70,28000
81,4,4,83,69000
75,3,3,75,44000
70,3,2,72,6000
65,3,2,64,5000
71,2,3,75,50000
90,3,1,92,215000
72,3,2,73,7000
83,3,5,82,130000
68,3,3,68,5000
66,3,3,65,3000
72,2,2,73,17000
75,4,4,76,12000
66,3,2,69,5000
76,3,3,76,31000
70,4,3,69,15000
80,3,1,86,54000
80,4,2,80,71000
66,2,2,67,3000
81,4,3,81,66000
67,3,2,70,14000
59,3,1,63,2000
72,3,2,71,13000
70,2,2,75,31000
69,4,2,70,17000
73,3,2,74,8000
76,3,1,76,21000
66,2,2,70,5000
70,2,2,70,6000
78,3,3,80,50000
58,1,1,66,5000
80,5,4,85,17000
73,3,2,73,26000
79,3,3,79,40000
72,4,3,75,32000
64,3,2,70,3000
68,4,3,69,5000
73,2,2,72,12000
71,3,1,77,26000
70,2,2,73,29000
68,2,1,70,13000
67,3,3,67,8000
64,1,1,62,1000
63,4,2,63,5000
65,3,4,69,5000
68,3,3,71,10000
61,3,4,62,1000
62,3,3,64,4000
65,3,3,66,3000
72,4,2,74,16000
72,3,1,74,13000
71,4,3,71,4000
74,3,3,76,14000
72,3,3,72,12000
66,2,2,67,22000
67,4,3,65,3000
71,3,1,74,11000
71,3,2,72,1000
68,3,2,68,18000
69,2,2,66,6000
70,3,3,71,20000
63,3,2,63,5000
67,3,2,72,14000
66,2,2,71,30000
64,2,1,70,6000
68,3,2,68,5000
67,3,1,70,10000
70,3,3,72,6000
79,4,4,80,24000
85,4,4,88,180000
65,1,1,67,3000
70,3,3,70,19000
65,3,3,65,3000
75,3,2,75,25000
69,3,1,68,3000
68,2,1,72,5000
57,3,3,62,1000
70,2,1,74,30000
69,3,2,69,3000
73,3,1,75,20000
73,3,3,76,39000
77,3,3,79,59000
73,3,4,69,1000
58,2,2,60,2000
63,3,2,64,3000
68,3,3,70,9000
82,4,4,85,85000
69,2,2,68,8000
82,3,3,84,83000
67,3,3,70,12000
67,3,3,64,2000
80,4,3,81,42000
70,3,2,69,7000
74,2,3,78,13000
61,3,1,61,3000
66,3,3,66,4000
69,3,3,69,15000
76,4,3,76,41000
70,4,2,70,9000
67,4,3,70,2000
74,2,2,74,13000
70,3,3,70,8000
72,2,2,72,71000
75,2,2,76,14000
68,4,3,69,7000
64,3,2,67,6000
67,3,4,68,5000
70,3,2,70,7000
71,3,2,76,14000
82,2,2,83,43000
74,3,2,80,31000
82,3,2,84,115000
76,2,2,74,44000
75,4,4,76,32000
75,2,2,77,25000
72,3,2,73,27000
80,3,2,82,52000
73,3,3,76,31000
82,4,2,82,64000
69,3,2,72,19000
73,3,3,73,46000
67,4,3,67,6000
76,3,3,76,83000
63,3,1,64,2000
65,3,3,68,4000
70,3,2,71,6000
63,3,3,67,1000
73,3,2,74,47000
74,2,4,75,50000
68,2,1,70,4000
66,2,3,68,10000
69,3,3,70,12000
65,3,2,71,3000
71,3,2,73,11000
61,4,2,67,3000
62,3,2,63,9000
67,4,3,68,7000
68,4,3,67,3000
63,4,3,65,1000
72,4,3,71,10000
68,3,3,70,7000
72,2,2,73,21000
68,3,2,67,9000
72,4,2,72,11000
75,3,2,74,10000
72,3,2,72,4000
74,3,2,74,12000
63,3,2,66,2000
80,3,1,84,37000
73,2,2,75,8000
77,3,2,77,43000
67,2,2,72,25000
61,3,3,62,1000
66,4,3,66,3000
72,3,3,72,5000
80,4,4,81,71000
84,4,3,88,84000
69,3,3,72,10000
68,3,3,72,6000
71,3,2,74,7000
66,3,3,70,3000
72,4,4,73,18000
76,1,1,79,43000
68,3,2,80,9000
71,3,2,72,8000
68,4,3,68,30000
64,3,2,67,5000
74,2,3,74,26000
72,3,3,73,16000
74,2,2,73,9000
73,4,3,74,35000
68,2,2,68,3000
70,4,2,71,16000
77,2,2,78,17000
67,3,2,67,4000
79,3,2,77,0
70,3,1,69,5000
67,4,2,69,2000
75,4,4,77,31000
68,5,3,74,41000
80,3,3,81,73000
78,4,3,79,39000
67,3,1,72,12000
70,4,3,70,10000
70,4,2,70,16000
74,4,3,78,45000
70,2,3,73,33000
68,4,2,69,6000
72,3,3,74,13000
64,3,1,64,0
64,4,3,64,4000
62,2,2,64,3000
63,3,3,64,3000
64,3,3,66,4000
73,3,2,75,53000
62,3,3,62,4000
73,3,2,75,40000
71,3,3,71,18000
67,3,3,66,5000
62,3,3,63,3000
66,3,2,65,3000
52,3,1,52,1000
69,4,2,69,3000
75,3,3,79,35000
60,3,2,61,2000
70,3,2,73,9000
70,3,3,69,29000
66,3,2,70,14000
73,3,2,74,7000
76,3,2,77,13000
68,3,1,68,22000
73,3,2,75,18000
67,3,3,71,5000
68,4,2,68,4000
61,4,3,71,13000
68,2,3,68,9000
77,2,3,80,66000
72,4,4,71,7000
70,3,3,72,8000
68,3,3,69,5000
72,3,2,72,1000
73,3,3,73,14000
69,3,3,71,8000
65,3,2,66,5000
67,3,2,69,4000
71,3,2,71,9000
76,3,3,80,63000
66,2,2,73,32000
61,3,2,65,2000
69,3,3,69,13000
65,2,1,68,9000
68,5,2,67,5000
73,3,3,73,17000
79,4,3,82,31000
65,3,2,65,2000
74,3,2,71,17000
70,3,2,70,7000
76,3,2,79,37000
76,2,2,76,59000
68,2,2,68,3000
76,3,2,78,25000
80,3,2,83,29000
62,3,2,60,1000
70,4,3,71,19000
71,4,3,72,8000
72,2,1,72,14000
73,3,2,72,12000
68,3,3,70,19000
75,5,2,73,47000
74,4,2,69,7000
61,3,3,61,1000
77,4,3,77,74000
80,2,1,80,30000
69,3,2,69,9000
67,2,2,72,3000
64,4,2,68,2000
67,4,2,69,4000
77,4,2,80,31000
68,5,2,73,14000
74,3,2,75,49000
64,2,2,68,3000
67,4,3,67,6000
71,3,3,71,12000
69,2,2,73,10000
73,3,2,73,25000
75,2,3,79,18000
70,3,1,71,5000
73,3,2,74,71000
62,3,2,67,1000
73,3,3,76,23000
88,3,4,91,150000
70,4,3,73,35000
64,3,2,70,3000
59,3,3,63,1000
67,3,2,69,12000
75,4,2,75,0
68,2,2,76,52000
69,3,2,70,5000
72,4,3,71,11000
61,2,3,61,4000
74,4,3,77,42000
78,3,3,81,31000
72,2,2,70,7000
75,2,1,77,7000
80,2,1,79,80000
69,2,1,70,5000
69,3,2,70,7000
67,3,2,70,7000
77,4,3,79,55000
67,3,1,69,5000
65,2,2,66,4000
76,2,2,76,1000
64,3,2,69,11000
71,3,4,72,8000
80,3,2,80,115000
76,4,3,78,52000
67,3,2,72,16000
74,2,3,74,18000
78,4,2,83,65000
63,3,3,66,4000
64,3,3,65,4000
69,3,2,69,5000
70,3,1,70,17000
72,3,2,72,22000
62,4,2,65,1000
71,3,2,72,21000
70,4,4,70,23000
72,4,3,73,19000
70,4,2,73,40000
71,3,2,73,31000
74,4,4,78,23000
65,3,1,67,4000
82,4,2,83,110000
71,2,2,74,15000
74,3,3,75,11000
68,3,3,68,12000
73,2,1,70,1000
79,4,3,86,42000
74,3,3,77,12000
67,3,3,68,12000
64,3,2,70,3000
67,4,2,63,3000
76,2,3,80,50000
64,3,2,66,4000
68,3,3,69,8000
67,2,4,71,8000
70,1,2,70,18000
71,3,3,73,9000
63,3,2,66,3000
74,3,2,76,17000
69,2,1,72,31000
69,2,1,67,7000
77,3,3,76,28000
79,3,2,83,63000
82,4,4,83,73000
69,3,2,73,7000
61,3,2,68,3000
68,3,3,74,30000
67,3,2,70,18000
64,3,2,67,4000
59,3,2,62,2000
76,4,2,76,33000
67,4,3,69,4000
76,2,1,76,60000
78,2,2,78,85000
72,3,2,72,8000
69,3,3,79,18000
77,3,3,80,92000
80,3,2,82,1000
88,4,5,92,195000
64,2,2,66,3000
64,4,3,63,1000
75,4,3,74,0
71,4,3,71,6000
76,3,3,76,0
76,4,3,76,8000
78,4,4,77,65000
69,3,2,68,1000
78,3,3,78,6000
71,3,4,71,2000
66,3,2,66,1000
75,4,3,76,18000
68,3,3,69,11000
65,3,2,65,11000
78,4,3,78,25000
67,3,2,68,0
74,2,2,69,13000
65,3,3,65,0
78,3,2,78,26000
71,4,2,73,6000
67,3,1,68,0
76,5,4,80,52000
71,3,2,71,8000
73,3,4,73,17000
71,3,3,71,0
69,3,2,73,30000
61,3,2,66,1000
69,3,3,76,19000
80,4,4,85,54000
69,3,2,77,5000
58,3,2,65,4000
70,3,3,71,7000
70,3,2,68,12000
72,3,3,69,5000
68,2,2,73,13000
63,3,2,68,2000
65,2,2,71,3000
76,3,3,79,58000
61,2,1,67,1000
71,3,2,73,10000
66,3,2,64,2000
83,2,2,85,110000
72,2,2,71,1000
76,3,3,77,21000
79,3,3,78,42000
79,3,3,78,42000
79,3,3,78,42000
79,3,3,78,42000
77,4,4,77,43000
73,4,3,74,1000
62,2,2,71,6000
65,3,3,70,3000
70,3,4,75,6000
64,3,3,70,7000
79,4,4,78,11000
68,4,3,68,6000
76,4,3,81,59000
68,2,1,75,12000
66,3,2,70,4000
82,3,2,83,81000
68,3,3,68,0
67,4,4,67,6000
66,4,3,69,3000
71,5,3,72,4000
66,3,2,66,4000
76,2,1,77,25000
69,3,2,73,8000
86,4,3,88,150000
73,3,3,77,24000
71,2,1,71,19000
67,3,3,68,23000
58,4,2,61,1000
70,3,1,71,11000
80,3,2,83,21000
71,2,1,72,8000
79,3,3,82,59000
70,2,2,72,21000
70,3,1,74,9000
67,3,3,68,6000
68,3,3,69,5000
76,3,4,79,71000
65,3,2,67,2000
74,4,2,77,28000
84,3,4,90,250000
71,3,4,71,21000
75,3,2,76,24000
76,4,3,77,28000
70,2,2,68,2000
68,3,2,73,32000
72,3,3,71,16000
67,2,2,68,5000
63,3,1,66,3000
82,3,3,85,79000
75,3,2,73,32000
63,3,3,64,4000
75,2,2,77,22000
75,3,3,83,30000
70,4,2,74,18000
65,2,2,66,1000
72,4,3,75,19000
66,3,3,66,4000
65,3,2,68,2000
63,3,2,63,2000
53,2,1,53,1000
73,3,3,77,40000
64,2,1,69,6000
60,3,3,62,2000
62,4,2,66,3000
77,3,2,77,13000
67,4,3,68,4000
60,3,2,62,1000
79,3,2,83,75000
71,4,3,72,24000
67,3,3,70,4000
66,3,3,70,4000
82,4,4,82,19000
71,3,2,70,12000
69,3,3,71,8000
69,2,2,70,8000
66,3,2,64,2000
65,3,2,65,2000
64,3,2,65,3000
66,3,2,68,1000
62,3,1,66,1000
70,4,3,71,6000
77,3,3,77,20000
66,3,3,66,3000
83,3,1,88,28000
63,3,2,66,2000
68,4,3,68,10000
75,3,2,78,18000
72,3,4,73,7000
75,3,4,79,13000
70,3,2,72,8000
72,3,4,73,5000
64,3,2,70,1000
62,3,3,65,2000
61,3,1,69,2000
69,3,1,67,14000
72,3,3,76,5000
66,3,3,66,3000
70,2,2,72,5000
73,3,2,75,25000
67,3,3,68,1000
61,3,2,68,2000
66,3,2,67,3000
78,3,2,79,31000
80,3,3,80,46000
72,3,3,76,5000
79,4,3,78,38000
79,4,3,78,38000
79,4,3,78,38000
79,4,3,78,38000
70,2,2,70,4000
80,3,2,82,66000
76,3,2,77,55000
73,3,3,75,23000
69,3,2,70,6000
74,3,3,74,50000
70,5,3,70,0
78,4,3,81,63000
78,4,3,81,63000
78,4,3,81,63000
78,4,3,81,63000
81,3,3,83,61000
63,4,3,63,4000
74,4,3,79,40000
71,2,3,73,17000
69,3,2,71,7000
73,3,3,75,25000
64,3,2,68,4000
69,3,2,71,7000
64,3,2,65,2000
55,3,3,63,3000
82,4,3,82,31000
74,2,3,77,15000
82,4,2,88,56000
66,2,2,68,3000
67,3,2,69,2000
72,3,2,74,15000
75,4,4,76,1000
71,3,3,71,33000
75,3,2,77,33000
77,3,2,83,59000
77,4,2,80,37000
76,4,2,75,15000
84,3,4,86,115000
67,3,3,68,3000
65,3,3,65,8000
70,2,2,71,7000
68,3,3,69,3000
74,3,2,74,22000
61,3,2,62,1000
66,3,2,67,5000
70,3,2,70,29000
76,4,2,77,30000
62,3,3,67,3000
66,2,2,66,3000
65,3,1,72,2000
69,2,2,69,5000
68,3,3,68,5000
77,3,4,81,36000
77,3,4,81,36000
77,3,4,81,36000
77,3,4,81,36000
68,2,3,68,4000
70,4,3,74,38000
72,3,3,72,8000
59,3,2,62,1000
74,3,3,74,33000
68,3,3,68,5000
70,3,1,77,18000
77,3,2,80,28000
71,3,1,69,4000
75,3,3,73,23000
69,3,3,72,26000
72,3,2,76,29000
73,3,3,73,16000
69,4,3,74,22000
60,2,1,69,1000
74,4,2,77,9000
69,3,3,69,14000
69,3,2,72,9000
68,3,3,72,7000
69,2,2,69,7000
72,4,2,72,13000
71,3,2,76,10000
71,2,2,72,14000
74,2,4,74,60000
65,3,2,65,2000
65,2,2,70,3000
76,4,3,79,31000
71,2,1,74,6000
71,3,1,76,4000
65,2,3,71,5000
64,3,2,69,4000
68,3,2,69,2000
59,2,3,61,1000
75,3,2,72,32000
72,3,2,70,6000
69,3,2,70,10000
73,3,2,75,10000
76,4,2,76,33000
75,3,2,80,24000
75,3,2,80,24000
75,3,2,80,24000
75,3,2,80,24000
69,2,3,71,14000
68,3,2,68,10000
73,3,2,76,43000
66,4,2,69,13000
69,3,3,69,13000
64,3,3,69,2000
64,3,2,63,1000
64,3,2,62,1000
71,4,3,65,5000
76,3,2,79,30000
76,3,2,79,30000
76,3,2,79,30000
76,3,2,79,30000
66,3,3,69,3000
62,3,3,66,2000
66,3,2,72,2000
65,3,1,71,2000
70,4,3,71,7000
70,3,2,73,8000
73,5,4,78,11000
69,3,2,78,20000
76,4,3,76,46000
71,2,2,72,26000
74,3,2,79,9000
71,3,3,79,7000
80,3,3,83,98000
59,2,1,65,2000
68,3,2,69,13000
77,3,2,80,35000
64,3,3,68,1000
64,3,2,69,3000
64,4,3,70,4000
62,3,2,70,2000
69,2,3,76,26000
74,4,4,78,18000
77,4,3,82,43000
87,3,4,89,250000
76,4,3,77,30000
80,3,4,84,60000
75,3,4,85,68000
66,4,4,71,2000
67,4,3,65,15000
69,3,3,70,13000
67,3,2,72,14000
75,3,3,77,44000
