Rating,Weak_foot,Skill_Moves,Potential,ValueUnified
63,4,3,59,60000
68,2,2,62,240000
67,3,3,70,950000
66,3,1,62,40000
64,3,3,64,475000
75,3,4,77,7000000
71,3,3,68,725000
70,2,3,68,725000
70,3,3,69,1100000
67,2,2,68,575000
67,2,2,67,290000
63,3,1,63,220000
68,3,2,71,550000
63,4,3,65,350000
74,3,2,74,4400000
63,3,3,63,375000
57,2,2,57,100000
75,2,2,73,3000000
60,4,3,56,40000
73,4,3,72,3000000
72,3,2,64,140000
70,3,2,67,525000
67,4,3,68,875000
57,3,1,56,60000
61,4,2,61,230000
75,5,3,78,10500000
75,3,3,73,2900000
71,3,3,75,6500000
70,5,3,77,4100000
71,3,1,75,3200000
75,4,2,75,5500000
64,3,2,63,140000
73,3,1,75,3300000
67,3,2,66,475000
65,3,3,66,550000
66,3,2,71,2000000
64,1,3,64,425000
67,3,2,66,425000
65,3,1,63,260000
74,2,2,75,5500000
59,3,2,68,675000
83,4,4,84,32000000
65,3,2,69,575000
74,4,3,79,7500000
60,2,2,60,160000
54,3,2,56,70000
67,3,2,73,3200000
66,2,3,64,400000
64,3,1,65,300000
66,3,3,66,525000
71,2,2,70,1200000
71,2,2,71,1600000
65,3,2,67,550000
63,2,1,64,270000
64,3,3,64,300000
65,3,2,63,210000
73,3,3,74,5500000
68,3,2,67,600000
67,3,3,65,475000
68,3,2,69,1000000
64,3,2,66,425000
73,3,2,69,875000
74,1,3,74,4400000
64,4,3,66,450000
68,3,2,74,1200000
69,3,1,72,950000
77,3,2,82,10000000
65,4,4,66,450000
73,3,2,77,6000000
70,2,3,72,1800000
69,3,2,74,1200000
70,3,3,71,2100000
70,5,4,70,1900000
77,3,3,80,11000000
76,3,3,81,15500000
76,3,2,76,6500000
75,4,4,74,6000000
63,2,2,64,350000
74,3,2,75,5000000
67,4,3,77,3200000
67,2,2,71,725000
89,3,1,92,59000000
77,3,2,76,6000000
74,3,2,78,8500000
61,2,2,63,250000
71,4,3,71,2500000
70,3,3,73,2300000
73,2,1,75,3300000
74,4,3,74,5500000
60,3,3,61,160000
71,3,2,69,850000
65,3,2,65,400000
73,4,3,70,1600000
66,4,2,67,650000
68,3,2,69,700000
66,3,1,67,525000
73,3,3,77,9000000
72,3,2,71,1700000
84,3,2,86,31500000
58,2,2,58,120000
63,3,2,67,650000
75,3,2,75,4900000
67,3,2,70,875000
75,3,3,74,5500000
67,2,2,69,875000
63,3,3,65,450000
68,2,2,68,500000
69,3,4,68,900000
73,2,3,73,4300000
59,3,1,59,60000
68,3,2,70,1100000
73,4,2,73,4000000
71,3,2,71,1900000
64,3,1,64,300000
65,2,1,71,550000
82,4,4,85,22500000
70,3,3,73,2200000
70,4,3,76,4900000
67,4,2,67,825000
78,2,2,77,6500000
71,3,3,71,2400000
74,4,4,78,7500000
76,4,4,77,9500000
66,2,3,67,800000
75,3,1,78,6000000
76,3,4,75,7000000
72,3,2,74,3100000
62,4,3,63,375000
84,3,2,83,20000000
69,3,2,70,1200000
71,3,2,66,475000
72,3,3,71,2300000
72,3,2,73,3000000
73,3,3,74,6000000
82,3,3,83,26000000
74,2,1,77,4700000
74,4,3,74,4400000
68,3,3,68,850000
75,2,2,77,8000000
83,4,1,89,35500000
69,2,3,71,1200000
68,3,3,71,2400000
68,3,1,69,700000
65,2,2,65,400000
64,3,2,64,475000
68,4,2,67,750000
69,4,2,68,925000
78,3,2,80,10000000
64,3,3,68,500000
75,4,3,74,5500000
81,4,4,80,13000000
70,3,3,73,2200000
64,3,2,66,450000
85,4,3,90,59000000
68,3,2,68,675000
76,4,3,77,9000000
67,3,3,66,575000
52,2,1,57,60000
67,2,2,68,725000
66,4,3,63,375000
69,2,2,68,600000
70,3,3,75,4900000
70,3,3,72,1300000
86,4,1,88,34000000
80,4,4,81,15500000
68,4,2,73,1100000
66,3,2,66,500000
75,3,3,78,8000000
65,3,2,67,550000
75,3,3,75,7000000
84,2,1,85,22000000
70,3,3,71,2400000
71,3,3,68,900000
73,3,3,73,3800000
77,2,1,76,4900000
68,3,4,67,725000
70,3,2,70,1400000
70,3,2,70,1200000
74,3,2,79,6500000
66,3,3,66,650000
83,3,3,83,26000000
69,3,2,71,2500000
75,3,3,74,5500000
79,3,3,83,17500000
78,3,2,82,15000000
68,3,3,66,675000
70,3,3,68,900000
66,3,2,64,400000
76,4,2,76,6000000
70,3,2,74,3000000
71,4,2,71,2400000
71,3,1,71,1500000
78,3,2,77,6500000
72,3,2,72,2100000
73,4,2,76,8000000
79,2,3,79,10500000
68,3,3,66,650000
67,2,2,67,625000
75,4,4,76,8000000
73,3,2,78,6000000
79,4,4,78,10000000
76,2,2,79,8000000
71,4,2,71,2100000
70,3,2,73,4200000
64,3,2,64,350000
68,3,2,72,1700000
74,3,2,74,6000000
76,3,2,82,9000000
69,2,2,70,1300000
84,2,2,86,31500000
81,3,2,84,18000000
71,3,2,76,2700000
71,2,2,68,350000
74,3,3,71,1600000
77,3,3,75,5500000
68,3,2,69,1000000
86,5,4,85,39000000
69,3,3,71,2000000
77,2,2,76,6000000
70,4,3,70,1400000
73,2,1,73,2400000
63,4,3,63,350000
71,3,1,71,1700000
74,2,3,77,8000000
62,2,1,62,200000
73,3,3,73,2900000
72,3,3,73,3500000
70,2,3,68,875000
67,3,3,67,750000
67,3,4,68,900000
64,3,2,64,260000
71,3,3,71,2500000
78,3,1,81,9000000
88,4,4,92,83000000
78,4,3,80,12500000
69,3,3,70,1400000
75,3,2,81,9500000
63,2,1,68,350000
65,3,3,69,575000
61,3,2,64,260000
67,3,3,67,475000
69,2,1,69,650000
85,3,1,85,24500000
71,3,2,70,1900000
81,4,4,83,18000000
75,3,3,75,5500000
70,3,2,72,2100000
65,3,2,64,260000
71,2,3,75,6500000
90,3,1,92,64500000
72,3,2,73,2900000
83,3,5,82,21500000
68,3,3,68,725000
66,3,3,65,400000
72,2,2,73,2900000
75,4,4,76,7000000
66,3,2,69,850000
76,3,3,76,8000000
70,4,3,69,1000000
80,3,1,86,13000000
80,4,2,80,12000000
66,2,2,67,625000
81,4,3,81,17500000
67,3,2,70,1000000
59,3,1,63,230000
72,3,2,71,1600000
70,2,2,75,3200000
69,4,2,70,1500000
73,3,2,74,3700000
76,3,1,76,5000000
66,2,2,70,925000
70,2,2,70,1000000
78,3,3,80,11000000
58,1,1,66,140000
80,5,4,85,23000000
73,3,2,73,4000000
79,3,3,79,9500000
72,4,3,75,3900000
64,3,2,70,700000
68,4,3,69,825000
73,2,2,72,2600000
71,3,1,77,2900000
70,2,2,73,2300000
68,2,1,70,725000
67,3,3,67,825000
64,1,1,62,180000
63,4,2,63,375000
65,3,4,69,825000
68,3,3,71,1100000
61,3,4,62,300000
62,3,3,64,425000
65,3,3,66,625000
72,4,2,74,3100000
72,3,1,74,2500000
71,4,3,71,550000
74,3,3,76,4100000
72,3,3,72,3200000
66,2,2,67,800000
67,4,3,65,500000
71,3,1,74,2100000
71,3,2,72,2500000
68,3,2,68,725000
69,2,2,66,475000
70,3,3,71,1700000
63,3,2,63,375000
67,3,2,72,975000
66,2,2,71,1600000
64,2,1,70,600000
68,3,2,68,675000
67,3,1,70,725000
70,3,3,72,2300000
79,4,4,80,11000000
85,4,4,88,48500000
65,1,1,67,450000
70,3,3,70,1500000
65,3,3,65,400000
75,3,2,75,5500000
69,3,1,68,525000
68,2,1,72,925000
57,3,3,62,120000
70,2,1,74,1600000
69,3,2,69,875000
73,3,1,75,3200000
73,3,3,76,4900000
77,3,3,79,9500000
73,3,4,69,525000
58,2,2,60,220000
63,3,2,64,425000
68,3,3,70,1100000
82,4,4,85,28000000
69,2,2,68,750000
82,3,3,84,18500000
67,3,3,70,675000
67,3,3,64,375000
80,4,3,81,17500000
70,3,2,69,700000
74,2,3,78,7500000
61,3,1,61,180000
66,3,3,66,650000
69,3,3,69,1100000
76,4,3,76,6000000
70,4,2,70,1600000
67,4,3,70,850000
74,2,2,74,3800000
70,3,3,70,1800000
72,2,2,72,2600000
75,2,2,76,6500000
68,4,3,69,1000000
64,3,2,67,290000
67,3,4,68,950000
70,3,2,70,1200000
71,3,2,76,3300000
82,2,2,83,20000000
74,3,2,80,8000000
82,3,2,84,24500000
76,2,2,74,3700000
75,4,4,76,8000000
75,2,2,77,4300000
72,3,2,73,2300000
80,3,2,82,17000000
73,3,3,76,5000000
82,4,2,82,17000000
69,3,2,72,1100000
73,3,3,73,3800000
67,4,3,67,800000
76,3,3,76,8000000
63,3,1,64,300000
65,3,3,68,700000
70,3,2,71,1600000
63,3,3,67,575000
73,3,2,74,3900000
74,2,4,75,4900000
68,2,1,70,750000
66,2,3,68,750000
69,3,3,70,1200000
65,3,2,71,725000
71,3,2,73,2200000
61,4,2,67,550000
62,3,2,63,375000
67,4,3,68,900000
68,4,3,67,650000
63,4,3,65,325000
72,4,3,71,1900000
68,3,3,70,1100000
72,2,2,73,3000000
68,3,2,67,625000
72,4,2,72,2600000
75,3,2,74,4800000
72,3,2,72,2500000
74,3,2,74,2200000
63,3,2,66,375000
80,3,1,84,18000000
73,2,2,75,3300000
77,3,2,77,7000000
67,2,2,72,1100000
61,3,3,62,290000
66,4,3,66,675000
72,3,3,72,1100000
80,4,4,81,18500000
84,4,3,88,39500000
69,3,3,72,1300000
68,3,3,72,975000
71,3,2,74,1900000
66,3,3,70,825000
72,4,4,73,3700000
76,1,1,79,7000000
68,3,2,80,1600000
71,3,2,72,2200000
68,4,3,68,900000
64,3,2,67,450000
74,2,3,74,5000000
72,3,3,73,3600000
74,2,2,73,3100000
73,4,3,74,4600000
68,2,2,68,700000
70,4,2,71,2500000
77,2,2,78,8500000
67,3,2,67,575000
79,3,2,77,0
70,3,1,69,700000
67,4,2,69,650000
75,4,4,77,7000000
68,5,3,74,3700000
80,3,3,81,17000000
78,4,3,79,12500000
67,3,1,72,800000
70,4,3,70,1700000
70,4,2,70,1900000
74,4,3,78,8500000
70,2,3,73,1800000
68,4,2,69,825000
72,3,3,74,3700000
64,3,1,64,0
64,4,3,64,475000
62,2,2,64,300000
63,3,3,64,425000
64,3,3,66,650000
73,3,2,75,3900000
62,3,3,62,325000
73,3,2,75,4000000
71,3,3,71,2500000
67,3,3,66,650000
62,3,3,63,350000
66,3,2,65,450000
52,3,1,52,40000
69,4,2,69,800000
75,3,3,79,10000000
60,3,2,61,240000
70,3,2,73,3500000
70,3,3,69,1100000
66,3,2,70,1100000
73,3,2,74,3200000
76,3,2,77,7500000
68,3,1,68,575000
73,3,2,75,5500000
67,3,3,71,975000
68,4,2,68,900000
61,4,3,71,1100000
68,2,3,68,725000
77,2,3,80,11000000
72,4,4,71,1800000
70,3,3,72,2500000
68,3,3,69,1100000
72,3,2,72,2200000
73,3,3,73,4100000
69,3,3,71,1300000
65,3,2,66,525000
67,3,2,69,900000
71,3,2,71,1300000
76,3,3,80,11000000
66,2,2,73,1800000
61,3,2,65,375000
69,3,3,69,800000
65,2,1,68,450000
68,5,2,67,600000
73,3,3,73,4200000
79,4,3,82,16000000
65,3,2,65,400000
74,3,2,71,2000000
70,3,2,70,1400000
76,3,2,79,9000000
76,2,2,76,6000000
68,2,2,68,750000
76,3,2,78,7500000
80,3,2,83,15000000
62,3,2,60,90000
70,4,3,71,1300000
71,4,3,72,1700000
72,2,1,72,2100000
73,3,2,72,2700000
68,3,3,70,1800000
75,5,2,73,2900000
74,4,2,69,775000
61,3,3,61,100000
77,4,3,77,8000000
80,2,1,80,10000000
69,3,2,69,1000000
67,2,2,72,1100000
64,4,2,68,475000
67,4,2,69,675000
77,4,2,80,9000000
68,5,2,73,1000000
74,3,2,75,5500000
64,2,2,68,475000
67,4,3,67,775000
71,3,3,71,2400000
69,2,2,73,1800000
73,3,2,73,2900000
75,2,3,79,8500000
70,3,1,71,850000
73,3,2,74,3800000
62,3,2,67,350000
73,3,3,76,4900000
88,3,4,91,75000000
70,4,3,73,2200000
64,3,2,70,700000
59,3,3,63,260000
67,3,2,69,925000
75,4,2,75,0
68,2,2,76,6000000
69,3,2,70,975000
72,4,3,71,2500000
61,2,3,61,250000
74,4,3,77,7000000
78,3,3,81,17500000
72,2,2,70,1000000
75,2,1,77,4900000
80,2,1,79,8000000
69,2,1,70,1000000
69,3,2,70,950000
67,3,2,70,2000000
77,4,3,79,12500000
67,3,1,69,625000
65,2,2,66,525000
76,2,2,76,6000000
64,3,2,69,650000
71,3,4,72,2900000
80,3,2,80,12500000
76,4,3,78,10500000
67,3,2,72,1300000
74,2,3,74,4300000
78,4,2,83,14000000
63,3,3,66,525000
64,3,3,65,525000
69,3,2,69,825000
70,3,1,70,1000000
72,3,2,72,2400000
62,4,2,65,325000
71,3,2,72,2100000
70,4,4,70,1800000
72,4,3,73,3700000
70,4,2,73,2200000
71,3,2,73,2400000
74,4,4,78,7500000
65,3,1,67,500000
82,4,2,83,17500000
71,2,2,74,4600000
74,3,3,75,5000000
68,3,3,68,875000
73,2,1,70,1100000
79,4,3,86,29000000
74,3,3,77,8000000
67,3,3,68,900000
64,3,2,70,850000
67,4,2,63,375000
76,2,3,80,11000000
64,3,2,66,450000
68,3,3,69,775000
67,2,4,71,825000
70,1,2,70,1400000
71,3,3,73,1800000
63,3,2,66,475000
74,3,2,76,5500000
69,2,1,72,950000
69,2,1,67,450000
77,3,3,76,5000000
79,3,2,83,13500000
82,4,4,83,21000000
69,3,2,73,1800000
61,3,2,68,350000
68,3,3,74,2400000
67,3,2,70,900000
64,3,2,67,675000
59,3,2,62,200000
76,4,2,76,8000000
67,4,3,69,1100000
76,2,1,76,4600000
78,2,2,78,11000000
72,3,2,72,2200000
69,3,3,79,4700000
77,3,3,80,10000000
80,3,2,82,14500000
88,4,5,92,66500000
64,2,2,66,450000
64,4,3,63,350000
75,4,3,74,0
71,4,3,71,1000000
76,3,3,76,0
76,4,3,76,6000000
78,4,4,77,8500000
69,3,2,68,525000
78,3,3,78,8500000
71,3,4,71,1400000
66,3,2,66,140000
75,4,3,76,8000000
68,3,3,69,1000000
65,3,2,65,425000
78,4,3,78,9000000
67,3,2,68,0
74,2,2,69,775000
65,3,3,65,0
78,3,2,78,8000000
71,4,2,73,2400000
67,3,1,68,0
76,5,4,80,13000000
71,3,2,71,2000000
73,3,4,73,4000000
71,3,3,71,0
69,3,2,73,2200000
61,3,2,66,325000
69,3,3,76,3200000
80,4,4,85,19500000
69,3,2,77,1300000
58,3,2,65,450000
70,3,3,71,1800000
70,3,2,68,575000
72,3,3,69,825000
68,2,2,73,875000
63,3,2,68,500000
65,2,2,71,625000
76,3,3,79,8500000
61,2,1,67,250000
71,3,2,73,2400000
66,3,2,64,170000
83,2,2,85,26500000
72,2,2,71,1100000
76,3,3,77,9000000
79,3,3,78,10000000
79,3,3,78,10000000
79,3,3,78,10000000
79,3,3,78,10000000
77,4,4,77,9000000
73,4,3,74,4700000
62,2,2,71,1400000
65,3,3,70,700000
70,3,4,75,3100000
64,3,3,70,625000
79,4,4,78,10500000
68,4,3,68,900000
76,4,3,81,10500000
68,2,1,75,1700000
66,3,2,70,1100000
82,3,2,83,17500000
68,3,3,68,0
67,4,4,67,675000
66,4,3,69,800000
71,5,3,72,2500000
66,3,2,66,425000
76,2,1,77,5500000
69,3,2,73,1800000
86,4,3,88,44500000
73,3,3,77,5000000
71,2,1,71,1200000
67,3,3,68,575000
58,4,2,61,200000
70,3,1,71,1400000
80,3,2,83,18000000
71,2,1,72,1500000
79,3,3,82,11500000
70,2,2,72,1800000
70,3,1,74,1600000
67,3,3,68,900000
68,3,3,69,850000
76,3,4,79,10000000
65,3,2,67,500000
74,4,2,77,4300000
84,3,4,90,56500000
71,3,4,71,2100000
75,3,2,76,6000000
76,4,3,77,8500000
70,2,2,68,675000
68,3,2,73,3000000
72,3,3,71,2400000
67,2,2,68,700000
63,3,1,66,425000
82,3,3,85,19000000
75,3,2,73,3300000
63,3,3,64,425000
75,2,2,77,6500000
75,3,3,83,12500000
70,4,2,74,1900000
65,2,2,66,550000
72,4,3,75,4800000
66,3,3,66,650000
65,3,2,68,650000
63,3,2,63,375000
53,2,1,53,30000
73,3,3,77,5000000
64,2,1,69,425000
60,3,3,62,200000
62,4,2,66,650000
77,3,2,77,7000000
67,4,3,68,925000
60,3,2,62,260000
79,3,2,83,13500000
71,4,3,72,2700000
67,3,3,70,925000
66,3,3,70,800000
82,4,4,82,23000000
71,3,2,70,1000000
69,3,3,71,1100000
69,2,2,70,1100000
66,3,2,64,250000
65,3,2,65,475000
64,3,2,65,525000
66,3,2,68,650000
62,3,1,66,240000
70,4,3,71,1800000
77,3,3,77,9000000
66,3,3,66,500000
83,3,1,88,25000000
63,3,2,66,400000
68,4,3,68,975000
75,3,2,78,6500000
72,3,4,73,2200000
75,3,4,79,7500000
70,3,2,72,1100000
72,3,4,73,3700000
64,3,2,70,525000
62,3,3,65,350000
61,3,1,69,425000
69,3,1,67,525000
72,3,3,76,3400000
66,3,3,66,500000
70,2,2,72,1100000
73,3,2,75,5000000
67,3,3,68,900000
61,3,2,68,300000
66,3,2,67,600000
78,3,2,79,8500000
80,3,3,80,15000000
72,3,3,76,4900000
79,4,3,78,10500000
79,4,3,78,10500000
79,4,3,78,10500000
79,4,3,78,10500000
70,2,2,70,1300000
80,3,2,82,15000000
76,3,2,77,7000000
73,3,3,75,3800000
69,3,2,70,1000000
74,3,3,74,6000000
70,5,3,70,0
78,4,3,81,13000000
78,4,3,81,13000000
78,4,3,81,13000000
78,4,3,81,13000000
81,3,3,83,18000000
63,4,3,63,375000
74,4,3,79,9500000
71,2,3,73,3600000
69,3,2,71,1000000
73,3,3,75,6500000
64,3,2,68,575000
69,3,2,71,1100000
64,3,2,65,400000
55,3,3,63,170000
82,4,3,82,23000000
74,2,3,77,5500000
82,4,2,88,29000000
66,2,2,68,550000
67,3,2,69,750000
72,3,2,74,3800000
75,4,4,76,8000000
71,3,3,71,2400000
75,3,2,77,7000000
77,3,2,83,10500000
77,4,2,80,9000000
76,4,2,75,5500000
84,3,4,86,45000000
67,3,3,68,900000
65,3,3,65,550000
70,2,2,71,1800000
68,3,3,69,825000
74,3,2,74,4400000
61,3,2,62,280000
66,3,2,67,550000
70,3,2,70,1400000
76,4,2,77,9000000
62,3,3,67,775000
66,2,2,66,500000
65,3,1,72,650000
69,2,2,69,750000
68,3,3,68,600000
77,3,4,81,13000000
77,3,4,81,13000000
77,3,4,81,13000000
77,3,4,81,13000000
68,2,3,68,675000
70,4,3,74,2300000
72,3,3,72,2600000
59,3,2,62,110000
74,3,3,74,6000000
68,3,3,68,900000
70,3,1,77,2400000
77,3,2,80,9500000
71,3,1,69,650000
75,3,3,73,3800000
69,3,3,72,1100000
72,3,2,76,3400000
73,3,3,73,2600000
69,4,3,74,4800000
60,2,1,69,375000
74,4,2,77,7000000
69,3,3,69,1000000
69,3,2,72,1000000
68,3,3,72,1200000
69,2,2,69,850000
72,4,2,72,2200000
71,3,2,76,4200000
71,2,2,72,2400000
74,2,4,74,5500000
65,3,2,65,525000
65,2,2,70,600000
76,4,3,79,7500000
71,2,1,74,2100000
71,3,1,76,2300000
65,2,3,71,1000000
64,3,2,69,800000
68,3,2,69,675000
59,2,3,61,240000
75,3,2,72,2600000
72,3,2,70,725000
69,3,2,70,1800000
73,3,2,75,3900000
76,4,2,76,6000000
75,3,2,80,10000000
75,3,2,80,10000000
75,3,2,80,10000000
75,3,2,80,10000000
69,2,3,71,1700000
68,3,2,68,900000
73,3,2,76,4100000
66,4,2,69,675000
69,3,3,69,1100000
64,3,3,69,650000
64,3,2,63,180000
64,3,2,62,300000
71,4,3,65,475000
76,3,2,79,9000000
76,3,2,79,9000000
76,3,2,79,9000000
76,3,2,79,9000000
66,3,3,69,825000
62,3,3,66,325000
66,3,2,72,750000
65,3,1,71,525000
70,4,3,71,2100000
70,3,2,73,2200000
73,5,4,78,8500000
69,3,2,78,3400000
76,4,3,76,6000000
71,2,2,72,2200000
74,3,2,79,6500000
71,3,3,79,4300000
80,3,3,83,16500000
59,2,1,65,200000
68,3,2,69,825000
77,3,2,80,9000000
64,3,3,68,775000
64,3,2,69,600000
64,4,3,70,975000
62,3,2,70,825000
69,2,3,76,3100000
74,4,4,78,6000000
77,4,3,82,12000000
87,3,4,89,56000000
76,4,3,77,9000000
80,3,4,84,22500000
75,3,4,85,13000000
66,4,4,71,850000
67,4,3,65,400000
69,3,3,70,1200000
67,3,2,72,2200000
75,3,3,77,8000000
73,3,3,76,3200000
79,4,4,85,20000000
66,4,4,68,925000
71,3,2,77,2800000
69,3,2,73,1200000
65,2,3,66,260000
70,4,3,71,2500000
70,3,3,70,1800000
61,2,3,65,325000
74,3,3,74,6000000
71,2,2,71,1600000
70,4,3,71,1800000
68,3,2,69,1000000
68,3,2,69,875000
68,3,2,66,500000
65,3,2,66,450000
71,2,2,72,2200000
77,3,3,80,8500000
75,3,2,78,7000000
66,3,3,66,0
59,3,2,64,200000
69,3,2,64,350000
72,2,2,75,2600000
73,3,2,75,3300000
72,3,3,75,3800000
70,4,3,70,1700000
60,3,2,62,230000
75,3,2,75,5500000
73,3,3,76,6500000
79,4,4,83,18500000
81,4,3,84,22500000
70,2,2,74,1200000
69,2,3,72,1300000
65,3,2,68,675000
67,3,1,69,650000
70,3,4,72,2800000
70,2,2,71,1700000
68,3,2,68,525000
66,4,3,65,575000
60,3,3,61,190000
74,3,2,75,3900000
61,3,2,57,80000
62,4,2,62,70000
74,4,2,77,0
57,2,2,59,100000
66,4,3,68,675000
78,4,1,80,8000000
67,2,2,70,800000
64,3,2,67,550000
63,3,2,65,550000
59,3,2,60,140000
58,4,2,62,300000
60,3,2,62,280000
69,3,2,75,1200000
60,3,2,65,325000
67,3,3,74,1400000
78,4,3,78,10500000
78,4,3,78,10500000
78,4,3,78,10500000
78,4,3,78,10500000
61,2,2,63,350000
55,3,2,60,210000
60,2,2,63,300000
73,2,2,76,5500000
72,3,3,71,2400000
73,3,2,70,1400000
77,3,5,82,13500000
77,3,5,82,13500000
77,3,5,82,13500000
77,3,5,82,13500000
75,3,3,75,6500000
73,2,1,75,3300000
71,3,1,71,1500000
77,4,4,83,18500000
70,2,2,71,2400000
69,2,3,69,925000
70,3,2,71,1700000
59,3,2,63,170000
63,3,2,71,550000
77,3,4,78,9500000
68,3,3,68,725000
75,3,2,78,7000000
77,3,3,81,11500000
70,3,2,67,650000
64,3,3,63,300000
74,3,3,75,6500000
74,3,3,79,7500000
67,3,2,70,1200000
70,2,2,73,2300000
64,3,2,62,120000
70,4,3,73,4100000
66,3,3,67,350000
81,5,3,86,24000000
72,3,2,76,4100000
74,3,3,73,3400000
64,3,2,65,525000
72,2,2,70,1600000
74,4,3,71,2300000
62,3,2,65,325000
70,3,3,67,625000
70,3,2,73,1100000
74,3,2,75,5500000
73,4,2,72,2500000
65,3,1,66,425000
72,3,2,77,3500000
73,3,3,79,8500000
62,3,3,61,170000
66,3,3,70,1900000
64,3,2,68,700000
72,4,3,74,3000000
73,4,3,75,6500000
71,3,3,72,2700000
72,3,3,71,2000000
70,3,2,70,1500000
66,3,2,66,600000
64,3,3,65,525000
77,2,2,76,5500000
72,3,2,71,1600000
70,3,3,73,3700000
73,5,3,71,2100000
79,4,3,81,10500000
79,4,3,81,10500000
79,4,3,81,10500000
79,4,3,81,10500000
70,2,2,71,1600000
63,3,2,64,350000
69,3,3,70,1500000
71,3,2,71,0
72,4,1,72,1900000
67,3,2,71,925000
70,3,2,70,1200000
72,3,3,73,4100000
81,3,4,81,18500000
72,3,2,72,2500000
65,3,2,65,425000
76,3,2,76,6000000
66,3,3,66,500000
70,3,3,72,2800000
73,3,3,73,4000000
72,3,2,72,2500000
76,3,2,76,6000000
66,2,2,64,425000
74,3,2,75,5000000
74,3,3,78,9500000
71,3,3,70,1800000
76,4,3,76,8000000
76,1,1,76,5500000
68,3,3,68,950000
78,4,2,80,9000000
61,2,2,63,300000
79,2,4,80,15000000
72,3,3,79,5500000
63,3,2,66,450000
81,5,4,82,21000000
68,3,3,68,900000
70,4,3,72,1300000
67,3,4,67,775000
62,3,3,66,550000
83,2,1,86,22500000
76,3,2,77,7000000
73,3,3,76,5000000
74,3,1,77,4700000
64,3,3,68,600000
63,3,3,63,400000
82,4,3,85,27500000
72,3,2,74,3100000
68,4,2,72,2200000
67,2,2,67,725000
66,2,3,69,1000000
73,3,2,72,1800000
68,3,3,68,925000
72,2,1,74,2500000
63,3,2,66,375000
71,3,2,71,1800000
69,2,2,69,300000
78,3,2,82,13500000
68,2,2,67,290000
86,4,4,91,64500000
75,3,3,78,8500000
82,3,4,79,12000000
68,3,3,73,2200000
71,4,3,75,3900000
80,3,3,86,19500000
70,2,3,72,1800000
70,3,1,75,4600000
68,3,3,74,3100000
71,3,3,72,2600000
70,2,1,79,6500000
70,2,1,74,2600000
75,3,2,81,13000000
77,2,2,84,10500000
70,2,2,77,2100000
71,3,2,72,2200000
68,3,3,68,875000
67,3,2,69,650000
73,4,3,72,2900000
74,4,3,79,6500000
78,3,3,82,13500000
78,3,3,82,13500000
78,3,3,82,13500000
78,3,3,82,13500000
69,3,2,69,1100000
58,3,3,65,375000
79,4,3,78,10500000
79,4,3,78,10500000
79,4,3,78,10500000
79,4,3,78,10500000
60,2,3,67,475000
75,3,2,76,6000000
75,3,1,79,6000000
59,3,3,60,210000
73,4,4,74,3800000
77,4,3,81,10500000
64,4,2,66,400000
69,3,4,70,1600000
66,3,3,71,850000
73,3,2,75,5500000
75,3,2,78,8000000
68,3,2,70,900000
77,3,2,81,9500000
69,3,2,69,775000
64,3,2,65,450000
64,3,2,65,450000
69,3,2,71,2100000
70,3,2,71,1700000
83,4,3,83,27000000
67,2,1,73,950000
71,3,2,71,1800000
71,3,3,71,2500000
68,3,2,66,200000
77,3,3,76,8500000
68,3,2,71,925000
76,2,3,75,7000000
68,4,3,70,1100000
75,4,2,75,4100000
69,3,2,74,1200000
70,4,3,72,2800000
73,3,3,74,6000000
70,2,2,74,2500000
68,3,3,71,950000
73,3,3,76,4200000
77,4,3,82,13500000
64,3,2,69,500000
65,3,3,64,450000
75,3,2,78,7000000
71,2,2,75,2600000
72,2,2,73,2900000
67,2,2,67,725000
72,2,2,70,1400000
73,4,3,75,6500000
68,2,2,68,900000
64,3,1,71,525000
65,3,2,72,850000
67,3,2,69,925000
77,3,3,82,10000000
80,3,4,80,13500000
76,3,2,78,8500000
64,3,1,65,350000
70,3,2,72,1800000
72,1,1,73,2000000
59,3,3,63,200000
74,4,3,75,6500000
73,3,3,72,3100000
82,3,2,82,17000000
69,3,2,71,2400000
78,3,3,81,15500000
70,4,4,71,2200000
65,3,2,64,475000
59,3,2,68,425000
60,3,3,63,350000
53,3,2,65,270000
63,5,2,68,475000
72,3,2,77,3500000
71,3,2,72,2600000
61,3,1,67,250000
64,3,3,69,800000
64,4,2,67,475000
69,5,3,76,2400000
80,3,3,82,17500000
75,3,2,80,7500000
63,3,2,66,400000
65,2,3,75,975000
70,3,3,71,2500000
79,3,3,82,15500000
68,4,3,74,3000000
69,3,3,69,1100000
72,4,4,71,2300000
79,2,2,79,12500000
73,4,2,74,4100000
81,3,1,83,15000000
76,3,2,82,10000000
61,3,2,66,675000
70,4,1,75,2200000
64,3,3,65,525000
71,3,2,79,3700000
68,3,2,69,775000
72,2,2,74,3000000
63,3,2,64,475000
74,3,2,79,3700000
79,5,4,85,28000000
70,3,2,74,3100000
73,3,4,73,4200000
70,3,4,73,2200000
72,3,2,75,2500000
73,2,1,76,3500000
74,2,3,76,5500000
71,4,3,72,2800000
63,3,4,67,550000
66,3,3,73,900000
62,3,3,66,375000
71,3,2,77,2800000
83,3,2,89,42000000
76,5,3,78,8500000
68,4,1,73,875000
61,2,2,62,240000
65,3,3,65,575000
77,3,3,78,10500000
66,4,3,71,725000
