Name,ValueUnified
Gastón Lezcano,6500000.00
Rodrigo Rey,6500000.00
Guido Carrillo,6500000.00
Rúben Vezo,6500000.00
Joost van Aken,6500000.00
Andre Blake,6500000.00
Cheikh N'Doye,6500000.00
Jordan Amavi,6500000.00
Chema Rodríguez,6500000.00
Demarai Gray,6500000.00
Boschilia,6500000.00
Isaac Success,6500000.00
Ahmet Çalik,6500000.00
Eraso,6500000.00
Gian Marco Ferrari,6500000.00
Motaz Hawsawi,6500000.00
Ellyes Skhiri,6500000.00
Adam Masina,6500000.00
Omar Colley,6500000.00
Gazzolisco,6500000.00
Ronaldo Esler,6500000.00
Everticinho,6500000.00
Simão Acunha,6500000.00
Luimo Boas Santos,6500000.00
Jozo Šimunovic,6500000.00
Ludovic Blas,6500000.00
Kelvin Amian Adou,6500000.00
Lautaro Martínez,6500000.00
Mikel Villanueva,6500000.00
Perdigão,6500000.00
Dimitri Liénard,6500000.00
Ezequiel Barco,6500000.00
Tom Huddlestone,6000000.00
Jérémy Mathieu,6000000.00
Selçuk Inan,6000000.00
Giampaolo Pazzini,6000000.00
Federico Marchetti,6000000.00
Vincent Enyeama,6000000.00
Javi Fuego,6000000.00
Diego López,6000000.00
Gaël Clichy,6000000.00
Aiden McGeady,6000000.00
Sylvain Marveaux,6000000.00
Mathieu Debuchy,6000000.00
Mauro Boselli,6000000.00
Ben Foster,6000000.00
Nicolas Lombaerts,6000000.00
Lior Refaelov,6000000.00
Bebé,6000000.00
Danijel Milicevic,6000000.00
Andrea Masiello,6000000.00
Lorenzo De Silvestri,6000000.00
Caner Erkin,6000000.00
Jonatan Maidana,6000000.00
Andrew Surman,6000000.00
Marco Andreolli,6000000.00
Sacha Kljestan,6000000.00
Christian Marrugo,6000000.00
Fabian Lustenberger,6000000.00
Alessandro Matri,6000000.00
Lucas Deaux,6000000.00
Emiliano Insúa,6000000.00
Andrea Ranocchia,6000000.00
Carlos Sánchez,6000000.00
Slobodan Rajkovic,6000000.00
Yohan Mollo,6000000.00
Siphiwe Tshabalala,6000000.00
Gregory van der Wiel,6000000.00
Marcelo Larrondo,6000000.00
Maurício,6000000.00
Michal Pazdan,6000000.00
Péter Gulácsi,6000000.00
Yoel,6000000.00
James Chester,6000000.00
Jan-Arie van der Heijden,6000000.00
Ashley Barnes,6000000.00
Onur Kivrak,6000000.00
Sloan Privat,6000000.00
Jorge Hernández,6000000.00
Mauricio Isla,6000000.00
Rudy Gestede,6000000.00
Leon Balogun,6000000.00
Carlos Villanueva,6000000.00
Thomas Heurtaux,6000000.00
Mirko Valdifiori,6000000.00
Daniel Brosinski,6000000.00
Serdar Aziz,6000000.00
Fidel,6000000.00
Tunay Torun,6000000.00
Jonathan Urretaviscaya,6000000.00
Jaime Romero,6000000.00
Rubén Pérez,6000000.00
Julian Schieber,6000000.00
Xandão,6000000.00
Sandro,6000000.00
David Jensen,6000000.00
Osvaldo Alonso,6000000.00
Salman Al Faraj,6000000.00
Néstor Araujo,6000000.00
Nosa,6000000.00
Bóveda,6000000.00
Sergio Padt,6000000.00
Milton Caraglio,6000000.00
Sebastian Jung,6000000.00
Juanpe,6000000.00
Artur Yusupov,6000000.00
Guram Kashia,6000000.00
Manuel Schmiedebach,6000000.00
Nenad Tomovic,6000000.00
Craig Dawson,6000000.00
Jagoš Vukovic,6000000.00
Macnelly Torres,6000000.00
Giulio Donati,6000000.00
Antonino Ragusa,6000000.00
Franco Jara,6000000.00
Óscar Murillo,6000000.00
Bibras Natcho,6000000.00
Andy Najar,6000000.00
Vincent Pajot,6000000.00
Timm Klose,6000000.00
Nicolas Pallois,6000000.00
Matthew Lowton,6000000.00
Matz Sels,6000000.00
Sylvester Igboun,6000000.00
Tolga Cigerci,6000000.00
Gabriel Torje,6000000.00
Jonathan Schmid,6000000.00
Naldo,6000000.00
Serantes,6000000.00
Rodrigo Ely,6000000.00
Alexander Schwolow,6000000.00
Ogenyi Onazi,6000000.00
Rodrigo Moledo,6000000.00
Lorenzo Melgarejo,6000000.00
Toño,6000000.00
Molla Wagué,6000000.00
Jack Grealish,6000000.00
Ivan Santini,6000000.00
Alfie Mawson,6000000.00
José Juan Vázquez,6000000.00
Siebe Schrijvers,6000000.00
Júnior Fernandes,6000000.00
Víctor Rodríguez,6000000.00
Marc Schnatterer,6000000.00
Philipp Max,6000000.00
Ricardo Esgaio,6000000.00
Laurent Depoitre,6000000.00
Sven van Beek,6000000.00
Kim Jin Su,6000000.00
Saulo Decarli,6000000.00
Martín Nervo,6000000.00
Federico Di Francesco,6000000.00
Matías Laba,6000000.00
Alexander Mejía,6000000.00
Emmanuel Mas,6000000.00
Rubén Botta,6000000.00
Lucas Janson,6000000.00
Joaquín Correa,6000000.00
Christian Mathenia,6000000.00
Jason,6000000.00
Andrea Petagna,6000000.00
Maxwel Cornet,6000000.00
Fernando Monetti,6000000.00
Yuriy Lodygin,6000000.00
Marios Oikonomou,6000000.00
Guillermo Maripán,6000000.00
Stipe Perica,6000000.00
Ebenezer Ofori,6000000.00
Jaume,6000000.00
Ondrej Duda,6000000.00
Daler Kuzyaev,6000000.00
Sener Özbayrakli,6000000.00
Ivan Novoseltsev,6000000.00
Kuca,6000000.00
Erdem Sen,6000000.00
Marín,6000000.00
Cyle Larin,6000000.00
Óscar Estupiñán,6000000.00
Raphaelito Anjos,6000000.00
Silas Almeim,6000000.00
Antônio Chiamuloira,6000000.00
Otávio Cairinho,6000000.00
Jorginhson,6000000.00
Rosberto Dourado,6000000.00
Welington Dano,6000000.00
Lafortiscinho,6000000.00
Vieirundinho,6000000.00
Gabrisco Aníbal,6000000.00
Hélton Celanova,6000000.00
Erick Gameira,6000000.00
Jadson Vidigal,6000000.00
Axel Tuanzebe,6000000.00
Denys Boyko,6000000.00
Maurício António,6000000.00
Peter Etebo,6000000.00
Pol Lirola,6000000.00
Xeka,6000000.00
Thiago Motta,5500000.00
Hasan Ali Kaldirim,5500000.00
Lisandro López,5500000.00
Eren Albayrak,5500000.00
Klaas-Jan Huntelaar,5500000.00
Mark Noble,5500000.00
Jean-Louis Leca,5500000.00
Alexandr Belenov,5500000.00
Guillaume Hoarau,5500000.00
Gelson Fernandes,5500000.00
Sergio,5500000.00
Charles,5500000.00
Adriano,5500000.00
Bradley Wright-Phillips,5500000.00
Bruno Gama,5500000.00
Itumeleng Khune,5500000.00
Leonardo Ulloa,5500000.00
Ilya Maksimov,5500000.00
Mikhail Kerzhakov,5500000.00
Zeca,5500000.00
Zdravko Kuzmanovic,5500000.00
Serge Gakpé,5500000.00
James Troisi,5500000.00
Mike Jensen,5500000.00
Jonas Lössl,5500000.00
Luca Antonelli,5500000.00
Sone Aluko,5500000.00
Baiano,5500000.00
Mevlüt Erdinç,5500000.00
Simone Missiroli,5500000.00
Sidney Sam,5500000.00
Clément Chantôme,5500000.00
Diego Biseswar,5500000.00
Abdou Razack Traoré,5500000.00
Erik Pieters,5500000.00
Thomas Kraft,5500000.00
Jakob Johansson,5500000.00
Sebastian De Maio,5500000.00
Dale Stephens,5500000.00
Rúben Ribeiro,5500000.00
Claudio Beauvue,5500000.00
Mathieu Dossevi,5500000.00
Gabriel Mercado,5500000.00
Djalma,5500000.00
Ismaël Traoré,5500000.00
Dentinho,5500000.00
Sven Ulreich,5500000.00
Kyle Naughton,5500000.00
Albert Adomah,5500000.00
Claudemir,5500000.00
Jesús Dueñas,5500000.00
Dmitriy Tarasov,5500000.00
Ricardo Laborde,5500000.00
Jefferson,5500000.00
Floyd Ayité,5500000.00
Marco Sau,5500000.00
João Aurélio,5500000.00
Alex McCarthy,5500000.00
Candeias,5500000.00
Olcay Sahan,5500000.00
Alcalá,5500000.00
Karl-Johan Johnsson,5500000.00
Míchel,5500000.00
Yasin Öztekin,5500000.00
Peter Pekarík,5500000.00
Maya Yoshida,5500000.00
Botía,5500000.00
Kim Shin Wook,5500000.00
Vladislav Ignatiev,5500000.00
Paul Lasne,5500000.00
Juan Villar,5500000.00
Miguel Rosa,5500000.00
Ezequiel Schelotto,5500000.00
Marvin Zeegelaar,5500000.00
Philipp Bargfrede,5500000.00
Lasse Sobiech,5500000.00
Stefan Ilsanker,5500000.00
Mathieu Peybernès,5500000.00
Felix Wiedwald,5500000.00
Luc Castaignos,5500000.00
Philipp Wollscheid,5500000.00
James McClean,5500000.00
Danilo D'Ambrosio,5500000.00
Ibragim Tsallagov,5500000.00
Hong Chul,5500000.00
Brice Dja Djédjé,5500000.00
Harun Tekin,5500000.00
Michael Gregoritsch,5500000.00
Almog Cohen,5500000.00
Ricardo van Rhijn,5500000.00
Carles Planas,5500000.00
Lionel Carole,5500000.00
Diego,5500000.00
Gabriel,5500000.00
Anthony Limbombe,5500000.00
Andreas Cornelius,5500000.00
Justin Meram,5500000.00
Fernando Uribe,5500000.00
Alex Martínez,5500000.00
Gianluca Caprari,5500000.00
Rodrigo Mora,5500000.00
Lucas Piazon,5500000.00
Mauro,5500000.00
Kerim Frei,5500000.00
Diogo Figueiras,5500000.00
Abdoulaye Ba,5500000.00
Iván Piris,5500000.00
Alex Pritchard,5500000.00
Niclas Füllkrug,5500000.00
Anthony Lozano,5500000.00
Denis Stracqualursi,5500000.00
Leandro Trossard,5500000.00
Gotoku Sakai,5500000.00
Simon Tibbling,5500000.00
Facundo Pereyra,5500000.00
Cristiano,5500000.00
Ryan Fraser,5500000.00
Ademilson,5500000.00
Alfonso González,5500000.00
Dimitrios Pelkas,5500000.00
Mitchell Dijks,5500000.00
Thomas Foket,5500000.00
Hiroki Sakai,5500000.00
Eric Bicfalvi,5500000.00
Gaëtan Laborde,5500000.00
Dimitrios Siovas,5500000.00
Bilal Basaçikoglu,5500000.00
Filippo Falco,5500000.00
Luca Zuffi,5500000.00
Yasser Al Shahrani,5500000.00
Rubén García,5500000.00
Olarenwaju Kayode,5500000.00
Kevin Möhwald,5500000.00
Janik Haberer,5500000.00
Alexandru Chipciu,5500000.00
Camilo Vargas,5500000.00
Jamie Maclaren,5500000.00
Clinton Njie,5500000.00
Ludwig Augustinsson,5500000.00
Jimmy Cabot,5500000.00
Alexandr Selikhov,5500000.00
Alexander Fransson,5500000.00
Franco Armani,5500000.00
Diego González,5500000.00
Matt Miazga,5500000.00
Naranjo,5500000.00
Marlon Santos,5500000.00
Damir Kreilach,5500000.00
Bartosz Kapustka,5500000.00
Yuriy Gazinskiy,5500000.00
Miha Mevlja,5500000.00
Mbwana Ally Samatta,5500000.00
Ailton,5500000.00
Andrés Felipe Roa,5500000.00
Miloš Veljkovic,5500000.00
Nano,5500000.00
André Geraldes,5500000.00
Arber Zeneli,5500000.00
Harry Winks,5500000.00
Warner Hahn,5500000.00
Famara Diedhiou,5500000.00
Kenneth Saief,5500000.00
Mamadou Sylla,5500000.00
Jorge Benítez,5500000.00
Sinan Gümüs,5500000.00
Jeremiah St. Juste,5500000.00
Diego González,5500000.00
Frédéric Guilbert,5500000.00
Kim Seung Joon,5500000.00
Rob Holding,5500000.00
Edmilson Junior,5500000.00
Borja Mayoral,5500000.00
Zinédine Machach,5500000.00
Davide Calabria,5500000.00
Costinha,5500000.00
Waldemar Anton,5500000.00
Alexander Barboza,5500000.00
Nikola Stojiljkovic,5500000.00
Sebas Couteira,5500000.00
Claudio Coíntra,5500000.00
Nicolás Formido,5500000.00
Gabri Prestão,5500000.00
Fred Aníbão,5500000.00
Michael Santos,5500000.00
João Carvalho,5500000.00
Landry Dimata,5500000.00
Yoon Bo Sang,5500000.00
Manuel Lazzari,5500000.00
Jirí Pavlenka,5500000.00
Chris Brunt,5000000.00
Wayne Routledge,5000000.00
Alberto Aquilani,5000000.00
Alexis,5000000.00
Andrea Barzagli,5000000.00
Daniel Baier,5000000.00
Luca Rigoni,5000000.00
Christian Fuchs,5000000.00
Marcelo Barovero,5000000.00
Iván Ramis,5000000.00
Igor Denisov,5000000.00
Francesco Magnanelli,5000000.00
Clint Dempsey,5000000.00
Sejad Salihovic,5000000.00
Besart Berisha,5000000.00
Marvin Matip,5000000.00
Valon Behrami,5000000.00
Curtis Davies,5000000.00
Eugen Polanski,5000000.00
Nicolás Pareja,5000000.00
Danilo,5000000.00
Hugo Rodallega,5000000.00
David Rodríguez,5000000.00
Aythami Artiles,5000000.00
Paul Aguilar,5000000.00
José Fonte,5000000.00
Carlos Martínez,5000000.00
Niklas Moisander,5000000.00
Benny Feilhaber,5000000.00
Gonzalo Castro,5000000.00
Fran Rico,5000000.00
Bojan Jokic,5000000.00
Ludovic Baal,5000000.00
Papa Kouli Diop,5000000.00
Varela,5000000.00
Titi,5000000.00
Mërgim Mavraj,5000000.00
Aurélien Chedjou,5000000.00
Bakary Koné,5000000.00
Martin Olsson,5000000.00
Adam Clayton,5000000.00
Joel Ward,5000000.00
Geoff Cameron,5000000.00
Matias Pérez García,5000000.00
Christian Träsch,5000000.00
Viktor Vasin,5000000.00
Dennis Diekmeier,5000000.00
Yevhen Seleznyov,5000000.00
Dani Castellano,5000000.00
Björn Bergmann Sigurðarson,5000000.00
Ike Opara,5000000.00
Daniel Villalva,5000000.00
Alejandro Bedoya,5000000.00
Niklas Hult,5000000.00
Iago Herrerín,5000000.00
Idrissa Sylla,5000000.00
Rômulo,5000000.00
Miloš Ninkovic,5000000.00
Javi López,5000000.00
Idriss Saadi,5000000.00
Lorenzo Crisetig,5000000.00
François Moubandje,5000000.00
Deivid,5000000.00
Joselu,5000000.00
Lukas Hinterseer,5000000.00
Jerry Mbakogu,5000000.00
Ivan Strinic,5000000.00
Federico Santander,5000000.00
Álvaro,5000000.00
Juankar,5000000.00
Felix Klaus,5000000.00
Simon Zoller,5000000.00
Tom Carroll,5000000.00
Oscar Hiljemark,5000000.00
David Simón,5000000.00
Santiago Gentiletti,5000000.00
Luciano Abecasis,5000000.00
Manuel Pucciarelli,5000000.00
Kalifa Coulibaly,5000000.00
Viktor Claesson,5000000.00
Albentosa,5000000.00
Daniel Bessa,5000000.00
Giancarlo González,5000000.00
Isaac Becerra,5000000.00
Adrien Thomasson,5000000.00
Jordan Adéoti,5000000.00
Pierrick Capelle,5000000.00
Joris van Overeem,5000000.00
Ilya Kutepov,5000000.00
Callum McGregor,5000000.00
Guillermo Fernández,5000000.00
Andrey Semenov,5000000.00
Davie Selke,5000000.00
Stiven Barreiro,5000000.00
Postigo,5000000.00
Maximiliano Meza,5000000.00
Djavan,5000000.00
Fanendo Adi,5000000.00
Pablo Maffeo,5000000.00
Lucas Boyé,5000000.00
Unai López,5000000.00
Yusuf Erdogan,5000000.00
Aytaç Sulu,5000000.00
Juan Martín Lucero,5000000.00
Wout Weghorst,5000000.00
Jarlan Barrera,5000000.00
Alex Berenguer,5000000.00
Alejandro Romero Gamarra,5000000.00
Cristian Omar Espinoza,5000000.00
Marko Dmitrovic,5000000.00
Oleksandr Zinchenko,5000000.00
Almamy Touré,5000000.00
Robin Lod,5000000.00
Brandley Kuwas,5000000.00
Frenkie de Jong,5000000.00
Youssef Ait Bennasser,5000000.00
Alexo Baia,5000000.00
Hugo Goiteira,5000000.00
Kaíqundo Calado,5000000.00
Juli Freitinho,5000000.00
Caio Nunson,5000000.00
Emilio Piodão,5000000.00
Melvin Parrela,5000000.00
Edvaldisco,5000000.00
Nelsildo Reis,5000000.00
Andeson Trigo,5000000.00
Davi Parrela,5000000.00
Édundo Oliveira,5000000.00
Pascoal Muscato,5000000.00
Rafael Cachoira,5000000.00
Adam Ounas,5000000.00
Marko Grujic,5000000.00
Bernardo,5000000.00
Junya Ito,5000000.00
Aleñà,5000000.00
Adama Diakhaby,5000000.00
Darko Brasanac,5000000.00
Antonín Barák,5000000.00
Andrés Fernández,4900000.00
Juan Martínez,4900000.00
Yoan Gouffran,4900000.00
Nana Asare,4900000.00
Pirmin Schwegler,4900000.00
Élton,4900000.00
Hugo Ayala,4900000.00
Niko Bungert,4900000.00
Marcel Heller,4900000.00
Luisinho,4900000.00
Yohan Benalouane,4900000.00
Vincent Bessat,4900000.00
Henri Lansbury,4900000.00
Frédéric Sammaritano,4900000.00
Saúl Berjón,4900000.00
Lombán,4900000.00
Dominic Maroh,4900000.00
Ervin Zukanovic,4900000.00
Luigi Sepe,4900000.00
José Cañas,4900000.00
Christopher Buchtmann,4900000.00
Reinhold Yabo,4900000.00
Costel Pantilimon,4900000.00
Joel Obi,4900000.00
Dodô,4900000.00
Borja García,4900000.00
Bill Hamid,4900000.00
Marcel Büchel,4900000.00
Britt Assombalonga,4900000.00
Christophe Kerbrat,4900000.00
Bryan Cristante,4900000.00
Georgi Milanov,4900000.00
Lucas Villafañez,4900000.00
Lukas Spalvis,4900000.00
Dario Rodríguez,4900000.00
Luca Mazzitelli,4900000.00
Lukas Klostermann,4900000.00
Thilo Kehrer,4900000.00
Jailson Caeiro,4900000.00
Padilhisco,4900000.00
Jesus Andradaldo,4900000.00
Yann Karamoh,4900000.00
Panagiotis Retsos,4900000.00
Marco Borriello,4800000.00
Stefan Kießling,4800000.00
Jason Puncheon,4800000.00
Darío Cvitanich,4800000.00
Rodrigo Palacio,4800000.00
Charlie Adam,4800000.00
Oribe Peralta,4800000.00
Roman Shishkin,4800000.00
Danny Simpson,4800000.00
Charlie Daniels,4800000.00
Urby Emanuelson,4800000.00
Andreas Beck,4800000.00
Nuno Pinto,4800000.00
Theodor Gebre Selassie,4800000.00
Matías Alustiza,4800000.00
Fábio Espinho,4800000.00
Pajtim Kasami,4800000.00
Alexander Kacaniklic,4800000.00
Ben Gibson,4800000.00
Dom Dwyer,4800000.00
Sergi Samper,4800000.00
Edgar Ié,4800000.00
Leonel Vangioni,4800000.00
Maximiliano Urruti,4800000.00
Kenedy,4800000.00
Nahuel Leiva,4800000.00
Marlos Moreno,4800000.00
Jhon Murillo,4800000.00
Hernán Toledo,4800000.00
Carlos Ponck,4800000.00
Petar Brlek,4800000.00
Alexander Meier,4700000.00
Cejudo,4700000.00
Rubens Sambueza,4700000.00
Jonathan Orozco,4700000.00
Mossoró,4700000.00
Quique,4700000.00
Jóhann Berg Gudmundsson,4700000.00
Rafael,4700000.00
Cheick Doukouré,4700000.00
Karim Ansarifard,4700000.00
Diego Mariño,4700000.00
Guilherme,4700000.00
Charlie Taylor,4700000.00
Karim Rekik,4700000.00
Matt Hedges,4700000.00
Emil Krafth,4700000.00
Chisamba Lungu,4700000.00
Riza Durmisi,4700000.00
DeAndre Yedlin,4700000.00
Kehinde Fatai,4700000.00
Erick Pulgar,4700000.00
Roni,4700000.00
Samir,4700000.00
Marcel Tisserand,4700000.00
Wilker Ángel,4700000.00
Samuel Gigot,4700000.00
Junior Alonso,4700000.00
Ezequiel Ponce,4700000.00
Michael Barrios,4700000.00
Johan Arango,4700000.00
Alexis Blin,4700000.00
Marvelous Nakamba,4700000.00
Emmanuel Boateng,4700000.00
Jorge Sáenz,4700000.00
Jean-Kévin Augustin,4700000.00
Marcos Díaz,4700000.00
Manuel Akanji,4700000.00
Gen Shoji,4700000.00
Milad Mohammadi,4700000.00
Lukáš Pokorný,4700000.00
Ugur Demirok,4600000.00
Daniel Schwaab,4600000.00
Nacer Barazite,4600000.00
Jonathan Hogg,4600000.00
Raúl Fernández,4600000.00
Kiko Olivas,4600000.00
Gabriele Angella,4600000.00
Vincent Manceau,4600000.00
José Ángel,4600000.00
Omar Gonzalez,4600000.00
Antonio Ríos,4600000.00
Conor Hourihane,4600000.00
Radosav Petrovic,4600000.00
Joel Robles,4600000.00
Konstantinos Lamprou,4600000.00
Guillermo Burdisso,4600000.00
Matthias Ostrzolek,4600000.00
Ewerton,4600000.00
Robin Olsen,4600000.00
Wanderson,4600000.00
Abdul Fatah Aseri,4600000.00
Matheus Uribe,4600000.00
Harrison Manzala,4600000.00
Carlos Carbonero,4600000.00
Bruno Petkovic,4600000.00
Federico Ricci,4600000.00
Deiver Machado,4600000.00
Donis Avdijaj,4600000.00
Bernard Mensah,4600000.00
Ali Adnan,4600000.00
Brian Fernández,4600000.00
Lewis Cook,4600000.00
Nicolas Pépé,4600000.00
An Hyeon Beom,4600000.00
Christian Rivera,4600000.00
Alberth Elis,4600000.00
Gianluigi Buffon,4500000.00
Tarantini,4500000.00
Joaquín,4500000.00
Phil Jagielka,4500000.00
Diego Benaglio,4500000.00
Atiba Hutchinson,4500000.00
Darren Fletcher,4500000.00
Bobô,4500000.00
Laurent Ciman,4500000.00
Rolando,4500000.00
Younès Kaboul,4500000.00
Cyril Théréau,4500000.00
Ignacio Scocco,4500000.00
Manu García,4500000.00
Mikel Gonzalez,4500000.00
Mariano Andújar,4500000.00
Kei Kamara,4500000.00
Vito Mannone,4500000.00
Mitchell Langerak,4500000.00
Diego Vera,4500000.00
Diego Ângelo,4500000.00
Stijn Wuytens,4500000.00
Miguel Angel Britos,4500000.00
Eloy Room,4500000.00
Ashley Westwood,4500000.00
Mads Albæk,4500000.00
Marko Vejinovic,4500000.00
Michael Esser,4500000.00
Ismaël Diomandé,4500000.00
Ilori,4500000.00
Filip Helander,4500000.00
Sam Byram,4500000.00
Julian Jeanvier,4500000.00
Federico Ceccherini,4500000.00
Walker Zimmerman,4500000.00
Fausto Tienza,4500000.00
Ben Pearson,4500000.00
Uroš Spajic,4500000.00
Cafú,4500000.00
Anderson Esiti,4500000.00
Nordi Mukiele,4500000.00
Konstantinos Laifis,4500000.00
Renaud Cohade,4400000.00
Scott Brown,4400000.00
Simon Francis,4400000.00
Yann Jouffre,4400000.00
Ashley Young,4400000.00
Pablo Barrientos,4400000.00
Stephen Ward,4400000.00
Andrey Sinitsyn,4400000.00
Ron Vlaar,4400000.00
Micah Richards,4400000.00
Felix Bastians,4400000.00
Marvin Compper,4400000.00
De la Bella,4400000.00
Siqueira,4400000.00
Neil Taylor,4400000.00
Miguel Torres,4400000.00
Pablo Hernández,4400000.00
Jesús Molina,4400000.00
Juan Forlin,4400000.00
Luca Rossettini,4400000.00
Alexander Büttner,4400000.00
Benoît Poulain,4400000.00
Delvin N'Dinga,4400000.00
Serey Dié,4400000.00
Mamadou Samassa,4400000.00
Matías Caruzzo,4400000.00
Ivan Obradovic,4400000.00
Lucas Orbán,4400000.00
Hrvoje Milic,4400000.00
Júnior Caiçara,4400000.00
Raul García,4400000.00
Alfred Gomis,4400000.00
Alyaksandr Martynovich,4400000.00
Jakub Brabec,4400000.00
Jores Okore,4400000.00
Raphael Holzhauser,4400000.00
Achraf Lazaar,4400000.00
Sanjin Prcic,4400000.00
Mike van der Hoorn,4400000.00
Zakaria Bakkali,4400000.00
Joey Pelupessy,4400000.00
Martín Rodríguez,4400000.00
Kendall Waston,4400000.00
Zainadine,4400000.00
Ivi,4400000.00
Rolando Aarons,4400000.00
Orkan Çinar,4400000.00
Jonathan Rodríguez,4400000.00
David Soria,4400000.00
Walter Bou,4400000.00
Hernani,4400000.00
Guido Rodríguez,4400000.00
Cecilio Domínguez,4400000.00
Takumi Minamino,4400000.00
Nuno Santos,4400000.00
Charles,4400000.00
Enaldo Toxeto,4400000.00
Edercinho Sepa,4400000.00
Javi Ontiveros,4400000.00
Takahiro Sekine,4400000.00
Kim Källström,4300000.00
Román Martínez,4300000.00
Mikel Rico,4300000.00
Edgar Barreto,4300000.00
Jesús Gámez,4300000.00
Sebastian Larsson,4300000.00
Jesús Méndez,4300000.00
Gabriel Peñalba,4300000.00
Fernando Forestieri,4300000.00
Pierre Bengtsson,4300000.00
Víctor Díaz,4300000.00
Kolbeinn Sigþórsson,4300000.00
Soslan Dzhanaev,4300000.00
Alberto Costa,4300000.00
Johnathan,4300000.00
Steven Caulker,4300000.00
Tiago Pinto,4300000.00
Jacopo Sala,4300000.00
Fredrik Midtsjø,4300000.00
Pedro Mendes,4300000.00
Joao Plata,4300000.00
Damián Suárez,4300000.00
Matteo Bianchetti,4300000.00
Sebastián Sosa,4300000.00
Solomon Kverkvelia,4300000.00
Alexander Ring,4300000.00
Thabo Matlaba,4300000.00
Clinton Mata,4300000.00
Maurides,4300000.00
Branimir Hrgota,4300000.00
Joshua Brenet,4300000.00
André Ramalho,4300000.00
De Tomás,4300000.00
Opa N'Guette,4300000.00
Tom Lawrence,4300000.00
Koo Ja Ryong,4300000.00
Ismael,4300000.00
Aketxe,4300000.00
Julio Furch,4300000.00
Milton Casco,4300000.00
Marcelo Goiano,4300000.00
Rober Ibáñez,4300000.00
Zaldúa,4300000.00
Joel Pohjanpalo,4300000.00
Estéfano Arango,4300000.00
Lee Chang Min,4300000.00
Alfredo Morelos,4300000.00
Bustinza,4300000.00
Castro,4300000.00
Benjamin Verbic,4300000.00
Jesús Gallardo,4300000.00
Ivo Rodrigues,4300000.00
Alfonso Pedraza,4300000.00
Enaldo Praz,4300000.00
Mijat Gacinovic,4300000.00
Jérémy Toulalan,4200000.00
Cédric Carrasso,4200000.00
Ersan Gülüm,4200000.00
Jonathan Walters,4200000.00
Guillaume Gillet,4200000.00
Tim Sparv,4200000.00
Joe Ledley,4200000.00
Semih Kaya,4200000.00
Elustondo,4200000.00
Krzysztof Maczynski,4200000.00
Dax McCarty,4200000.00
Gustav Svensson,4200000.00
Romain Brégerie,4200000.00
Lulinha,4200000.00
Alexandru Epureanu,4200000.00
Sebastien Dewaest,4200000.00
Vasco Fernandes,4200000.00
Ezequiel Muñoz,4200000.00
Ronny Rodelin,4200000.00
Alexander Esswein,4200000.00
Junior Stanislas,4200000.00
Laurens De Bock,4200000.00
Matt Besler,4200000.00
Felix Kroos,4200000.00
Edgar Prib,4200000.00
Knowledge Musona,4200000.00
Guitián,4200000.00
Bartosz Bereszynski,4200000.00
Aras Özbiliz,4200000.00
Camillo Ciano,4200000.00
Mats Møller Dæhli,4200000.00
Luccas Claro,4200000.00
Hervías,4200000.00
Prince Désir Gouano,4200000.00
Jeff Louis,4200000.00
Enver Cenk Sahin,4200000.00
Ahmed Hegazy,4200000.00
Pavel Mogilevets,4200000.00
John Swift,4200000.00
Luciano,4200000.00
Rober Pier,4200000.00
Paddy McNair,4200000.00
Felipe Aguilar,4200000.00
Freddy Hinestroza,4200000.00
Ángel Zaldívar,4200000.00
Brahian Alemán,4200000.00
Diego Braghieri,4200000.00
Jonathan Schunke,4200000.00
Bartlomiej Dragowski,4200000.00
Lorenzo Pasciuti,4200000.00
Antonio Di Gaudio,4200000.00
Alejandro Silva,4200000.00
Cotán,4200000.00
Ante Rebic,4200000.00
Renato Tapia,4200000.00
Ivaylo Chochev,4200000.00
Daniel Álvarez,4200000.00
Han Chan Hee,4200000.00
Dany Cure,4200000.00
Amine Harit,4200000.00
Mateo García,4200000.00
Ken Reichel,4100000.00
Dennis Aogo,4100000.00
Kirill Nababkin,4100000.00
Dan Gosling,4100000.00
Lora,4100000.00
Moussa Maâzou,4100000.00
Fabrizio Cacciatore,4100000.00
Ryan Jack,4100000.00
Adam Smith,4100000.00
Connor Wickham,4100000.00
Mats Rits,4100000.00
Benjamin Jeannot,4100000.00
Christoph Moritz,4100000.00
Martin Linnes,4100000.00
Kim Bo Kyung,4100000.00
Dennis Appiah,4100000.00
Marc Rzatkowski,4100000.00
Erik Sviatchenko,4100000.00
Arbilla,4100000.00
Rafael Martins,4100000.00
Aziz Behich,4100000.00
Christoffer Nyman,4100000.00
Massimo Bruno,4100000.00
Clerc,4100000.00
Modou Barrow,4100000.00
Fernando Barrientos,4100000.00
Samuele Longo,4100000.00
Peter Ankersen,4100000.00
Kenan Karaman,4100000.00
Tiago Silva,4100000.00
Cifuentes,4100000.00
Mu Kanazaki,4100000.00
Daniel Bocanegra,4100000.00
Ayron del Valle,4100000.00
Angelo Rodríguez,4100000.00
Silvio Romero,4100000.00
Leonardo Jara,4100000.00
Mame Thiam,4100000.00
Hamari Traoré,4100000.00
Iliass Bel Hassani,4100000.00
Mata,4100000.00
Crislan,4100000.00
Joan Jordán,4100000.00
Goran Caušic,4100000.00
Kevin Lasagna,4100000.00
